lon,lat,cap_mid,annual_cf
-2.5,32,2.336,0.23
-2.25,18.5,2.638,0.338
-2.25,18.75,2.634,0.341
-2.25,19,2.63,0.347
-2.25,19.25,2.626,0.35
-2.25,19.5,2.622,0.343
-2.25,19.75,2.618,0.342
-2.25,20,2.614,0.346
-2.25,20.25,2.61,0.351
-2.25,20.5,2.606,0.353
-2.25,20.75,2.602,0.348
-2.25,21,2.597,0.335
-2.25,21.25,2.593,0.336
-2.25,21.5,2.588,0.35
-2.25,21.75,2.584,0.357
-2.25,22,2.579,0.361
-2.25,22.25,2.575,0.36
-2.25,22.5,2.57,0.36
-2.25,22.75,2.566,0.355
-2.25,23,2.561,0.339
-2.25,23.25,2.556,0.315
-2.25,23.5,2.551,0.295
-2.25,23.75,2.546,0.324
-2.25,24,2.541,0.365
-2.25,24.25,2.536,0.385
-2.25,24.5,2.531,0.392
-2.25,24.75,2.526,0.397
-2.25,25,2.521,0.403
-2.25,25.25,2.516,0.402
-2.25,25.5,2.511,0.399
-2.25,25.75,2.506,0.389
-2.25,26,2.5,0.388
-2.25,26.25,2.495,0.385
-2.25,26.5,2.49,0.379
-2.25,26.75,2.484,0.381
-2.25,27,2.479,0.38
-2.25,27.25,2.473,0.384
-2.25,27.5,2.465,0.386
-2.25,27.75,2.462,0.39
-2.25,28,2.455,0.394
-2.25,28.25,2.448,0.388
-2.25,28.5,2.443,0.37
-2.25,28.75,2.436,0.342
-2.25,29,2.428,0.345
-2.25,29.25,2.421,0.329
-2.25,29.5,2.415,0.269
-2.25,29.75,2.376,0.24
-2.25,30,2.408,0.272
-2.25,30.25,2.384,0.297
-2.25,30.5,2.397,0.285
-2.25,30.75,2.385,0.27
-2.25,31,2.363,0.25
-2.25,31.25,2.348,0.226
-2.25,31.5,2.31,0.188
-2.25,31.75,2.218,0.173
-2,18.5,2.638,0.341
-2,18.75,2.634,0.344
-2,19,2.63,0.349
-2,19.25,2.626,0.351
-2,19.5,2.622,0.341
-2,19.75,2.618,0.339
-2,20,2.614,0.345
-2,20.25,2.61,0.349
-2,20.5,2.606,0.347
-2,20.75,2.602,0.338
-2,21,2.597,0.332
-2,21.25,2.593,0.334
-2,21.5,2.588,0.348
-2,21.75,2.584,0.352
-2,22,2.579,0.354
-2,22.25,2.575,0.353
-2,22.5,2.57,0.349
-2,22.75,2.566,0.348
-2,23,2.561,0.343
-2,23.25,2.556,0.318
-2,23.5,2.551,0.322
-2,23.75,2.546,0.355
-2,24,2.541,0.384
-2,24.25,2.536,0.386
-2,24.5,2.531,0.388
-2,24.75,2.526,0.394
-2,25,2.521,0.396
-2,25.25,2.516,0.4
-2,25.5,2.511,0.395
-2,25.75,2.506,0.391
-2,26,2.5,0.391
-2,26.25,2.495,0.389
-2,26.5,2.49,0.391
-2,26.75,2.484,0.392
-2,27,2.479,0.395
-2,27.25,2.473,0.396
-2,27.5,2.468,0.399
-2,27.75,2.462,0.4
-2,28,2.456,0.399
-2,28.25,2.45,0.389
-2,28.5,2.445,0.384
-2,28.75,2.425,0.373
-2,29,2.431,0.366
-2,29.25,2.426,0.334
-2,29.5,2.421,0.274
-2,29.75,2.395,0.263
-2,30,2.381,0.297
-2,30.25,2.403,0.324
-2,30.5,2.397,0.318
-2,30.75,2.391,0.305
-2,31,2.381,0.271
-2,31.25,2.356,0.203
-2,31.5,2.318,0.142
-2,31.75,2.216,0.105
-1.75,18.75,2.634,0.349
-1.75,19,2.63,0.349
-1.75,19.25,2.626,0.35
-1.75,19.5,2.622,0.347
-1.75,19.75,2.618,0.355
-1.75,20,2.614,0.358
-1.75,20.25,2.61,0.354
-1.75,20.5,2.606,0.344
-1.75,20.75,2.602,0.327
-1.75,21,2.597,0.321
-1.75,21.25,2.593,0.33
-1.75,21.5,2.588,0.339
-1.75,21.75,2.584,0.343
-1.75,22,2.579,0.347
-1.75,22.25,2.575,0.342
-1.75,22.5,2.57,0.338
-1.75,22.75,2.566,0.338
-1.75,23,2.561,0.341
-1.75,23.25,2.556,0.35
-1.75,23.5,2.551,0.364
-1.75,23.75,2.546,0.384
-1.75,24,2.541,0.388
-1.75,24.25,2.536,0.381
-1.75,24.5,2.531,0.383
-1.75,24.75,2.526,0.386
-1.75,25,2.521,0.394
-1.75,25.25,2.516,0.398
-1.75,25.5,2.511,0.4
-1.75,25.75,2.505,0.397
-1.75,26,2.5,0.398
-1.75,26.25,2.495,0.398
-1.75,26.5,2.49,0.4
-1.75,26.75,2.484,0.399
-1.75,27,2.479,0.402
-1.75,27.25,2.473,0.407
-1.75,27.5,2.468,0.409
-1.75,27.75,2.462,0.409
-1.75,28,2.456,0.403
-1.75,28.25,2.451,0.394
-1.75,28.5,2.444,0.399
-1.75,28.75,2.438,0.39
-1.75,29,2.432,0.365
-1.75,29.25,2.427,0.331
-1.75,29.5,2.403,0.316
-1.75,29.75,2.399,0.303
-1.75,30,2.407,0.321
-1.75,30.25,2.403,0.341
-1.75,30.5,2.397,0.334
-1.75,30.75,2.391,0.323
-1.75,31,2.385,0.29
-1.75,31.25,2.366,0.217
-1.75,31.5,2.3,0.145
-1.75,31.75,2.233,0.103
-1.75,32,2.335,0.092
-1.5,18.75,2.634,0.35
-1.5,19,2.63,0.346
-1.5,19.25,2.626,0.346
-1.5,19.5,2.622,0.346
-1.5,19.75,2.618,0.35
-1.5,20,2.614,0.356
-1.5,20.25,2.61,0.35
-1.5,20.5,2.606,0.339
-1.5,20.75,2.602,0.323
-1.5,21,2.597,0.317
-1.5,21.25,2.593,0.328
-1.5,21.5,2.588,0.335
-1.5,21.75,2.584,0.341
-1.5,22,2.579,0.347
-1.5,22.25,2.575,0.34
-1.5,22.5,2.57,0.333
-1.5,22.75,2.566,0.333
-1.5,23,2.561,0.34
-1.5,23.25,2.556,0.352
-1.5,23.5,2.551,0.362
-1.5,23.75,2.546,0.369
-1.5,24,2.541,0.369
-1.5,24.25,2.536,0.374
-1.5,24.5,2.528,0.379
-1.5,24.75,2.526,0.384
-1.5,25,2.521,0.392
-1.5,25.25,2.516,0.399
-1.5,25.5,2.511,0.404
-1.5,25.75,2.506,0.404
-1.5,26,2.5,0.405
-1.5,26.25,2.495,0.401
-1.5,26.5,2.49,0.398
-1.5,26.75,2.484,0.396
-1.5,27,2.479,0.398
-1.5,27.25,2.473,0.402
-1.5,27.5,2.468,0.405
-1.5,27.75,2.462,0.405
-1.5,28,2.456,0.403
-1.5,28.25,2.451,0.4
-1.5,28.5,2.445,0.407
-1.5,28.75,2.439,0.396
-1.5,29,2.433,0.363
-1.5,29.25,2.419,0.342
-1.5,29.5,2.377,0.33
-1.5,29.75,2.415,0.334
-1.5,30,2.409,0.345
-1.5,30.25,2.403,0.344
-1.5,30.5,2.397,0.337
-1.5,30.75,2.391,0.326
-1.5,31,2.385,0.297
-1.5,31.25,2.378,0.248
-1.5,31.5,2.366,0.168
-1.5,31.75,2.314,0.127
-1.5,32,2.181,0.108
-1.25,19,2.628,0.34
-1.25,19.25,2.626,0.333
-1.25,19.5,2.622,0.329
-1.25,19.75,2.618,0.33
-1.25,20,2.614,0.335
-1.25,20.25,2.61,0.346
-1.25,20.5,2.606,0.331
-1.25,20.75,2.602,0.329
-1.25,21,2.597,0.328
-1.25,21.25,2.593,0.339
-1.25,21.5,2.588,0.342
-1.25,21.75,2.581,0.345
-1.25,22,2.579,0.347
-1.25,22.25,2.575,0.339
-1.25,22.5,2.57,0.33
-1.25,22.75,2.566,0.332
-1.25,23,2.561,0.337
-1.25,23.25,2.556,0.343
-1.25,23.5,2.551,0.35
-1.25,23.75,2.546,0.358
-1.25,24,2.541,0.366
-1.25,24.25,2.536,0.375
-1.25,24.5,2.531,0.378
-1.25,24.75,2.526,0.384
-1.25,25,2.521,0.39
-1.25,25.25,2.516,0.397
-1.25,25.5,2.511,0.401
-1.25,25.75,2.506,0.404
-1.25,26,2.5,0.406
-1.25,26.25,2.495,0.397
-1.25,26.5,2.49,0.389
-1.25,26.75,2.484,0.387
-1.25,27,2.479,0.39
-1.25,27.25,2.473,0.392
-1.25,27.5,2.468,0.396
-1.25,27.75,2.462,0.397
-1.25,28,2.456,0.396
-1.25,28.25,2.451,0.401
-1.25,28.5,2.445,0.406
-1.25,28.75,2.439,0.391
-1.25,29,2.433,0.364
-1.25,29.25,2.411,0.351
-1.25,29.5,2.408,0.354
-1.25,29.75,2.415,0.359
-1.25,30,2.409,0.353
-1.25,30.25,2.403,0.34
-1.25,30.5,2.397,0.332
-1.25,30.75,2.391,0.319
-1.25,31,2.385,0.298
-1.25,31.25,2.378,0.27
-1.25,31.5,2.372,0.236
-1.25,31.75,2.356,0.178
-1.25,32,2.192,0.121
-1,19.25,2.626,0.323
-1,19.5,2.622,0.321
-1,19.75,2.618,0.321
-1,20,2.614,0.331
-1,20.25,2.61,0.339
-1,20.5,2.606,0.336
-1,20.75,2.6,0.332
-1,21,2.597,0.331
-1,21.25,2.593,0.336
-1,21.5,2.587,0.332
-1,21.75,2.542,0.336
-1,22,2.579,0.342
-1,22.25,2.575,0.332
-1,22.5,2.57,0.331
-1,22.75,2.566,0.333
-1,23,2.561,0.336
-1,23.25,2.556,0.343
-1,23.5,2.551,0.349
-1,23.75,2.546,0.358
-1,24,2.541,0.366
-1,24.25,2.536,0.374
-1,24.5,2.531,0.381
-1,24.75,2.526,0.384
-1,25,2.521,0.389
-1,25.25,2.516,0.393
-1,25.5,2.511,0.394
-1,25.75,2.506,0.396
-1,26,2.5,0.397
-1,26.25,2.495,0.386
-1,26.5,2.49,0.379
-1,26.75,2.484,0.378
-1,27,2.479,0.377
-1,27.25,2.473,0.375
-1,27.5,2.468,0.376
-1,27.75,2.462,0.385
-1,28,2.456,0.389
-1,28.25,2.451,0.396
-1,28.5,2.445,0.399
-1,28.75,2.439,0.391
-1,29,2.433,0.39
-1,29.25,2.412,0.382
-1,29.5,2.421,0.377
-1,29.75,2.415,0.37
-1,30,2.409,0.354
-1,30.25,2.403,0.34
-1,30.5,2.397,0.331
-1,30.75,2.391,0.313
-1,31,2.385,0.288
-1,31.25,2.378,0.277
-1,31.5,2.372,0.267
-1,31.75,2.366,0.212
-1,32,2.341,0.139
-1,32.25,2.317,0.095
-108.25,36.25,1.445,0.208
-108.25,36.5,1.049,0.17
-108.25,36.75,1.058,0.157
-108.25,37,1.359,0.135
-108.25,37.25,0.87,0.086
-108.25,38.75,0.548,0.042
-108.25,39.25,0.624,0.024
-108.25,39.5,0.704,0.045
-108.25,39.75,0.472,0.103
-108.25,40,0.512,0.108
-108.25,40.25,0.605,0.112
-108.25,40.5,0.828,0.135
-108.25,40.75,1.394,0.153
-108.25,41,1.4,0.199
-108.25,41.25,1.254,0.328
-108.25,41.5,1.228,0.447
-108.25,41.75,1.385,0.479
-108.25,42,1.39,0.482
-108.25,42.25,1.377,0.477
-108.25,42.5,1.366,0.379
-108.25,42.75,1.338,0.234
-108.25,43,1.359,0.127
-108.25,43.25,1.315,0.075
-108.25,43.5,1.031,0.077
-108.25,43.75,1.082,0.089
-108.25,44,0.997,0.114
-108.25,44.25,1.47,0.119
-108.25,44.5,1.419,0.097
-108.25,44.75,1.508,0.087
-108.25,45,0.978,0.071
-108,29.5,0.22,0.105
-108,30.5,1.616,0.129
-108,30.75,1.683,0.163
-108,31,1.846,0.192
-108,31.25,1.555,0.211
-108,31.5,1.49,0.198
-108,31.75,1.517,0.225
-108,32,1.527,0.246
-108,32.25,1.491,0.261
-108,32.5,1.5,0.23
-108,34.5,0.912,0.267
-108,34.75,0.446,0.272
-108,35,0.223,0.208
-108,35.25,0.882,0.176
-108,35.5,1.369,0.234
-108,35.75,1.454,0.272
-108,36,1.602,0.281
-108,36.25,1.208,0.263
-108,36.5,1.468,0.201
-108,36.75,1.448,0.137
-108,37,1.343,0.112
-108,37.25,0.727,0.066
-108,38.5,0.59,0.042
-108,38.75,0.43,0.026
-108,39,0.63,0.027
-108,39.75,0.508,0.068
-108,40.25,0.655,0.103
-108,40.5,1.189,0.148
-108,40.75,1.382,0.184
-108,41,1.368,0.212
-108,41.25,1.398,0.292
-108,41.5,1.387,0.429
-108,41.75,1.384,0.496
-108,42,1.366,0.469
-108,42.25,1.372,0.426
-108,42.5,1.292,0.418
-108,42.75,1.325,0.323
-108,43,1.358,0.201
-108,43.25,1.377,0.111
-108,43.5,1.408,0.087
-108,43.75,1.255,0.107
-108,44,1.283,0.109
-108,44.25,1.064,0.101
-108,44.5,1.315,0.07
-108,44.75,1.132,0.054
-107.75,30.25,1.686,0.112
-107.75,30.5,1.846,0.134
-107.75,30.75,1.753,0.164
-107.75,31,1.76,0.2
-107.75,31.25,1.472,0.228
-107.75,31.5,1.595,0.217
-107.75,31.75,1.569,0.224
-107.75,32,1.567,0.246
-107.75,32.5,1.424,0.207
-107.75,34.25,1.91,0.224
-107.75,34.75,1.205,0.242
-107.75,35,1.232,0.185
-107.75,35.75,1.661,0.267
-107.75,36,1.576,0.28
-107.75,36.25,1.519,0.255
-107.75,36.5,1.45,0.193
-107.75,36.75,1.392,0.126
-107.75,37,1.091,0.093
-107.75,37.25,1.011,0.043
-107.75,38.75,0.667,0.028
-107.75,39,0.573,0.033
-107.75,39.5,0.526,0.018
-107.75,39.75,0.589,0.05
-107.75,40.75,1.337,0.142
-107.75,41,1.267,0.172
-107.75,41.25,1.38,0.292
-107.75,41.5,1.377,0.442
-107.75,41.75,1.215,0.527
-107.75,42,1.385,0.471
-107.75,42.25,1.372,0.367
-107.75,42.5,1.115,0.395
-107.75,42.75,1.259,0.353
-107.75,43,1.37,0.246
-107.75,43.25,1.36,0.146
-107.75,43.5,1.37,0.096
-107.75,43.75,1.293,0.095
-107.75,44,1.179,0.063
-107.75,44.25,1.209,0.053
-107.75,44.5,1.018,0.043
-107.5,30,1.818,0.082
-107.5,30.25,1.355,0.124
-107.5,30.5,1.545,0.159
-107.5,30.75,1.407,0.18
-107.5,31,1.36,0.173
-107.5,31.25,1.617,0.21
-107.5,31.5,1.996,0.243
-107.5,31.75,1.944,0.246
-107.5,32,1.387,0.218
-107.5,32.25,1.334,0.196
-107.5,32.5,1.356,0.209
-107.5,32.75,1.33,0.208
-107.5,33,1.399,0.137
-107.5,33.25,1.496,0.123
-107.5,33.5,1.524,0.126
-107.5,34.5,1.414,0.217
-107.5,34.75,1.476,0.201
-107.5,35,1.484,0.165
-107.5,35.75,1.058,0.219
-107.5,36,1.528,0.257
-107.5,36.25,1.509,0.235
-107.5,36.5,1.467,0.194
-107.5,36.75,1.195,0.131
-107.5,37,0.837,0.072
-107.5,40.75,0.796,0.088
-107.5,41.75,1.278,0.536
-107.5,42,1.363,0.465
-107.5,42.25,1.366,0.307
-107.5,42.5,1.091,0.355
-107.5,42.75,1.195,0.35
-107.5,43,1.115,0.264
-107.5,43.25,1.307,0.189
-107.5,43.5,0.994,0.118
-107.5,43.75,1.098,0.077
-107.5,44,1.259,0.045
-107.5,44.25,0.829,0.044
-107.25,28.5,0.28,0.136
-107.25,29.75,1.744,0.089
-107.25,30,1.825,0.094
-107.25,30.25,1.664,0.14
-107.25,30.5,1.477,0.184
-107.25,30.75,1.591,0.197
-107.25,31,1.58,0.168
-107.25,31.25,1.781,0.214
-107.25,31.5,2.121,0.263
-107.25,31.75,1.803,0.268
-107.25,32,0.684,0.24
-107.25,32.25,0.903,0.22
-107.25,32.5,0.449,0.194
-107.25,32.75,0.673,0.165
-107.25,33,1.514,0.128
-107.25,33.25,1.496,0.127
-107.25,33.5,1.415,0.11
-107.25,33.75,1.45,0.107
-107.25,34.25,1.19,0.153
-107.25,34.5,0.763,0.161
-107.25,34.75,1.505,0.149
-107.25,35,1.515,0.141
-107.25,35.25,1.53,0.13
-107.25,35.5,1.404,0.139
-107.25,35.75,1.106,0.169
-107.25,36,1.475,0.2
-107.25,36.25,1.334,0.203
-107.25,40.5,0.577,0.053
-107.25,41.5,1.008,0.457
-107.25,41.75,1.378,0.522
-107.25,42,1.356,0.446
-107.25,42.25,1.304,0.29
-107.25,42.5,1.275,0.334
-107.25,42.75,1.329,0.349
-107.25,43,1.381,0.326
-107.25,43.25,1.37,0.268
-107.25,43.5,1.197,0.162
-107.25,43.75,0.957,0.086
-107.25,44,0.752,0.065
-107,28.5,0.472,0.144
-107,28.75,0.306,0.124
-107,29.25,0.915,0.12
-107,29.5,0.819,0.115
-107,30,1.824,0.111
-107,30.25,1.437,0.147
-107,30.5,1.503,0.191
-107,30.75,1.761,0.195
-107,31,2.164,0.178
-107,31.25,2.321,0.224
-107,31.5,1.998,0.268
-107,31.75,1.603,0.256
-107,32,1.403,0.23
-107,32.25,1.332,0.187
-107,32.5,0.65,0.162
-107,32.75,1.529,0.165
-107,33,1.556,0.163
-107,33.25,1.539,0.159
-107,33.5,1.531,0.14
-107,33.75,1.273,0.119
-107,34,0.838,0.115
-107,34.25,0.964,0.115
-107,34.5,0.557,0.115
-107,34.75,1.345,0.115
-107,35,1.545,0.119
-107,35.25,1.487,0.13
-107,35.5,1.502,0.136
-107,35.75,1.182,0.134
-107,41.5,1.279,0.338
-107,41.75,1.363,0.434
-107,42,1.341,0.414
-107,42.25,1.049,0.286
-107,42.5,1.133,0.336
-107,42.75,1.331,0.352
-107,43,1.431,0.362
-107,43.25,1.471,0.318
-107,43.5,1.346,0.214
-107,43.75,1.166,0.105
-107,44,0.724,0.058
-106.75,28,2.032,0.14
-106.75,29.75,1.827,0.103
-106.75,30,1.984,0.128
-106.75,30.25,1.743,0.163
-106.75,30.5,1.476,0.198
-106.75,30.75,1.668,0.192
-106.75,31,1.937,0.192
-106.75,31.25,1.802,0.236
-106.75,31.5,1.454,0.239
-106.75,31.75,1.509,0.228
-106.75,32,1.005,0.175
-106.75,32.25,0.759,0.139
-106.75,32.5,0.999,0.126
-106.75,32.75,1.437,0.138
-106.75,33,1.438,0.143
-106.75,33.25,1.267,0.141
-106.75,33.5,1.436,0.129
-106.75,33.75,1.56,0.16
-106.75,34,1.512,0.149
-106.75,34.5,0.791,0.138
-106.75,34.75,1.433,0.109
-106.75,35,1.225,0.12
-106.75,35.25,0.455,0.104
-106.75,35.5,1.356,0.105
-106.75,41.5,0.79,0.272
-106.75,41.75,0.897,0.387
-106.75,42,1.375,0.407
-106.75,42.25,1.007,0.327
-106.75,42.5,1.377,0.343
-106.75,42.75,1.301,0.349
-106.75,43,1.331,0.355
-106.5,27.25,1.961,0.109
-106.5,27.5,2.025,0.109
-106.5,28,2.005,0.126
-106.5,28.5,1.914,0.135
-106.5,29.5,1.702,0.104
-106.5,29.75,2.04,0.127
-106.5,30,1.925,0.16
-106.5,30.25,1.447,0.202
-106.5,30.5,1.561,0.208
-106.5,30.75,1.402,0.191
-106.5,31,1.599,0.203
-106.5,31.25,1.083,0.227
-106.5,31.5,1.039,0.221
-106.5,31.75,0.649,0.183
-106.5,32,0.98,0.136
-106.5,32.25,1.529,0.106
-106.5,32.5,1.534,0.099
-106.5,32.75,1.067,0.095
-106.5,33,1.252,0.095
-106.5,33.25,1.7,0.094
-106.5,33.5,1.573,0.112
-106.5,34,1.503,0.217
-106.5,34.25,1.574,0.22
-106.5,35.5,1.36,0.083
-106.5,35.75,1.086,0.074
-106.5,41.75,0.711,0.379
-106.5,42,1.377,0.424
-106.5,42.25,1.284,0.356
-106.5,42.5,1.369,0.317
-106.25,27.5,2.169,0.11
-106.25,27.75,2.005,0.119
-106.25,28,2.024,0.115
-106.25,28.25,1.808,0.132
-106.25,28.5,1.51,0.124
-106.25,28.75,1.393,0.115
-106.25,29,1.821,0.097
-106.25,29.25,1.82,0.091
-106.25,29.5,1.908,0.114
-106.25,29.75,1.765,0.157
-106.25,30,1.336,0.208
-106.25,30.25,1.476,0.251
-106.25,30.5,1.595,0.23
-106.25,30.75,1.501,0.217
-106.25,31,1.568,0.212
-106.25,31.25,1.496,0.213
-106.25,31.5,1.127,0.204
-106.25,31.75,1.381,0.189
-106.25,32,1.527,0.182
-106.25,32.25,1.565,0.166
-106.25,32.5,1.563,0.116
-106.25,32.75,1.561,0.097
-106.25,33,1.413,0.105
-106.25,33.25,1.528,0.111
-106.25,33.5,1.684,0.114
-106.25,33.75,1.628,0.159
-106.25,35.75,1.586,0.067
-106.25,36,1.322,0.049
-106.25,36.25,1.334,0.061
-106.25,37.25,1.436,0.11
-106.25,37.5,1.086,0.069
-106.25,37.75,0.62,0.052
-106.25,38,0.934,0.064
-106.25,41.75,0.992,0.423
-106.25,42,1.344,0.433
-106.25,42.25,1.245,0.394
-106.25,42.5,1.268,0.316
-106,27.25,1.985,0.117
-106,27.5,2.009,0.131
-106,27.75,1.867,0.14
-106,28,1.816,0.139
-106,28.25,1.866,0.123
-106,28.5,1.795,0.095
-106,28.75,1.519,0.079
-106,29,1.246,0.069
-106,29.25,1.647,0.079
-106,29.5,1.675,0.108
-106,29.75,1.566,0.146
-106,30,1.578,0.178
-106,30.25,1.563,0.207
-106,30.5,1.548,0.224
-106,30.75,1.57,0.227
-106,31,1.567,0.175
-106,31.25,1.368,0.179
-106,31.5,1.387,0.225
-106,31.75,1.595,0.236
-106,32,1.564,0.251
-106,32.25,1.568,0.224
-106,32.5,1.558,0.125
-106,32.75,1.249,0.073
-106,33.75,1.293,0.185
-106,35.5,1.597,0.131
-106,36.5,1.28,0.085
-106,36.75,0.936,0.126
-106,37,0.095,0.127
-106,37.25,1.36,0.09
-106,37.5,1.381,0.063
-106,37.75,0.968,0.052
-106,38,0.592,0.044
-106,38.25,1.333,0.032
-106,41,0.633,0.182
-106,41.25,1.138,0.276
-106,41.5,1.238,0.355
-106,41.75,1.377,0.449
-106,42,1.346,0.466
-106,42.25,1.373,0.435
-105.75,26.25,1.827,0.068
-105.75,27.25,2.029,0.146
-105.75,27.5,1.866,0.152
-105.75,27.75,1.47,0.161
-105.75,28,1.602,0.143
-105.75,28.25,1.175,0.106
-105.75,28.5,0.915,0.085
-105.75,28.75,1.423,0.08
-105.75,29,1.546,0.08
-105.75,29.25,1.556,0.097
-105.75,29.5,1.551,0.13
-105.75,29.75,1.586,0.156
-105.75,30,1.629,0.18
-105.75,30.25,1.676,0.186
-105.75,30.5,1.664,0.207
-105.75,30.75,1.571,0.195
-105.75,31,1.484,0.155
-105.75,31.25,1.454,0.187
-105.75,31.5,1.572,0.236
-105.75,31.75,1.577,0.255
-105.75,32,1.564,0.27
-105.75,32.25,1.551,0.247
-105.75,32.5,1.576,0.158
-105.75,36.5,0.793,0.069
-105.75,37,0.666,0.104
-105.75,37.25,1.375,0.122
-105.75,37.5,1.389,0.088
-105.75,37.75,0.552,0.059
-105.75,38,0.149,0.033
-105.75,41.25,1.234,0.293
-105.75,41.5,1.265,0.372
-105.75,41.75,1.364,0.487
-105.75,42,1.258,0.501
-105.5,26.75,2.13,0.101
-105.5,27,1.918,0.147
-105.5,27.25,1.783,0.171
-105.5,27.5,1.623,0.176
-105.5,27.75,1.32,0.167
-105.5,28,1.499,0.144
-105.5,28.25,0.648,0.106
-105.5,28.5,0.985,0.096
-105.5,28.75,1.513,0.089
-105.5,29,1.448,0.087
-105.5,29.25,1.482,0.108
-105.5,29.5,1.476,0.143
-105.5,29.75,1.564,0.167
-105.5,30,1.559,0.183
-105.5,30.25,1.566,0.181
-105.5,30.5,1.574,0.183
-105.5,30.75,1.575,0.158
-105.5,31,1.498,0.151
-105.5,31.25,1.546,0.196
-105.5,31.5,1.571,0.232
-105.5,31.75,1.578,0.258
-105.5,32,1.558,0.221
-105.5,32.25,1.58,0.205
-105.5,37.25,0.912,0.124
-105.25,25,0.862,0.046
-105.25,25.75,1.847,0.061
-105.25,26,1.942,0.095
-105.25,26.5,2.2,0.122
-105.25,26.75,1.887,0.135
-105.25,27,1.475,0.16
-105.25,27.25,1.447,0.182
-105.25,27.5,1.507,0.173
-105.25,27.75,1.254,0.158
-105.25,28,1.425,0.145
-105.25,28.25,1.614,0.125
-105.25,28.5,1.612,0.123
-105.25,28.75,1.585,0.09
-105.25,29,1.477,0.09
-105.25,29.25,1.528,0.102
-105.25,29.5,1.58,0.132
-105.25,29.75,1.511,0.16
-105.25,30,1.518,0.177
-105.25,30.25,1.644,0.166
-105.25,30.5,1.753,0.154
-105.25,30.75,1.543,0.135
-105.25,31,1.478,0.155
-105.25,31.25,1.579,0.203
-105.25,31.5,1.582,0.22
-105.25,31.75,1.606,0.171
-105.25,32,1.525,0.135
-105.25,32.25,1.526,0.155
-105.25,32.5,1.473,0.198
-105,25,1.066,0.05
-105,25.5,1.855,0.051
-105,25.75,2.044,0.074
-105,26.25,2.153,0.176
-105,26.5,1.864,0.173
-105,26.75,1.655,0.18
-105,27,1.648,0.191
-105,27.25,1.1,0.189
-105,27.5,1.279,0.176
-105,27.75,1.561,0.163
-105,28,1.599,0.15
-105,28.25,1.6,0.155
-105,28.5,1.572,0.165
-105,28.75,1.596,0.118
-105,29,1.499,0.106
-105,29.25,1.607,0.097
-105,29.5,1.434,0.088
-105,29.75,1.479,0.099
-105,30,1.499,0.121
-105,30.25,1.491,0.111
-105,30.5,1.421,0.099
-105,30.75,1.528,0.128
-105,31,1.534,0.137
-105,31.25,1.424,0.144
-105,31.5,1.37,0.154
-105,31.75,1.683,0.124
-105,32.75,1.564,0.27
-104.75,24.25,1.21,0.084
-104.75,24.5,1.746,0.064
-104.75,24.75,1.703,0.063
-104.75,25,2.002,0.058
-104.75,25.25,1.843,0.05
-104.75,25.5,1.725,0.065
-104.75,25.75,2.106,0.119
-104.75,26,2.101,0.17
-104.75,26.25,1.709,0.159
-104.75,26.5,1.647,0.155
-104.75,26.75,1.632,0.171
-104.75,27,1.637,0.178
-104.75,27.25,1.593,0.164
-104.75,27.5,1.623,0.155
-104.75,27.75,1.64,0.163
-104.75,28,1.625,0.16
-104.75,28.25,1.631,0.176
-104.75,28.5,1.618,0.192
-104.75,28.75,1.404,0.167
-104.75,29,0.73,0.149
-104.75,29.25,1.525,0.104
-104.75,29.75,1.47,0.064
-104.75,30,1.272,0.077
-104.75,30.25,1.355,0.08
-104.75,30.75,1.552,0.154
-104.75,31,1.58,0.158
-104.75,31.25,1.455,0.155
-104.75,31.5,1.587,0.183
-104.75,31.75,1.63,0.158
-104.75,32,1.55,0.147
-104.75,32.5,1.543,0.231
-104.75,32.75,1.56,0.277
-104.75,33,1.488,0.275
-104.75,33.25,1.543,0.259
-104.75,33.5,1.343,0.256
-104.5,23.75,1.495,0.066
-104.5,24,1.609,0.079
-104.5,24.25,1.807,0.101
-104.5,24.5,1.745,0.085
-104.5,24.75,1.818,0.079
-104.5,25,1.946,0.067
-104.5,25.25,1.538,0.054
-104.5,25.5,1.734,0.077
-104.5,25.75,1.858,0.124
-104.5,26,1.725,0.157
-104.5,26.25,1.654,0.149
-104.5,26.5,1.599,0.143
-104.5,26.75,1.62,0.158
-104.5,27,1.621,0.151
-104.5,27.25,1.626,0.139
-104.5,27.5,1.608,0.146
-104.5,27.75,1.633,0.165
-104.5,28,1.6,0.171
-104.5,28.25,1.629,0.187
-104.5,28.5,1.626,0.201
-104.5,28.75,1.489,0.209
-104.5,29,1.474,0.18
-104.5,29.25,1.571,0.108
-104.5,29.5,1.551,0.072
-104.5,29.75,1.403,0.08
-104.5,30,1.246,0.087
-104.5,30.25,1.575,0.123
-104.5,30.5,1.737,0.161
-104.5,30.75,1.553,0.201
-104.5,31,1.62,0.202
-104.5,31.25,1.561,0.201
-104.5,31.5,1.582,0.231
-104.5,31.75,1.584,0.217
-104.5,32,1.566,0.216
-104.5,32.25,1.402,0.208
-104.5,32.5,1.536,0.254
-104.5,32.75,1.173,0.268
-104.5,33,1.117,0.277
-104.5,33.25,1.142,0.272
-104.5,33.5,1.103,0.275
-104.5,33.75,1.405,0.302
-104.25,22.75,0.683,0.01
-104.25,23,1.122,0.013
-104.25,24,1.181,0.085
